Price,Close,High,Low,Open,Volume
Ticker,ECH,ECH,ECH,ECH,ECH
Date,,,,,
2010-01-20,40.28023910522461,40.367499132788005,39.89764079428305,40.30708873840134,191500
2010-01-21,39.36065673828125,40.20640216955463,39.34052079580578,40.18626366655747,189200
2010-01-22,38.79683303833008,39.21970581646611,38.56190513965565,38.91765383208323,257400
2010-01-25,39.19956588745117,39.515040096394365,38.95121063635151,39.46134339380646,251600
2010-01-26,38.68272399902344,39.05860861810587,38.279987186478344,38.93107670242032,307700
2010-01-27,37.81013107299805,38.52162841588278,37.60205026035939,38.259850898366935,222800
2010-01-28,37.0650749206543,37.58863001941475,36.76302291732242,37.58863001941475,390100
2010-01-29,37.434242248535156,38.03163246692649,37.434242248535156,37.47451669581119,298800
2010-02-01,38.0853385925293,38.206156835083966,37.45438494078932,37.89068256973623,191000
2010-02-02,38.24642562866211,38.72970876943778,37.94437366567732,38.72970876943778,224100
2010-02-03,37.333560943603516,37.72287295588169,37.15232975449354,37.588627346112595,340300
2010-02-04,35.74946594238281,36.91739933901021,35.59508439786412,36.588497745542135,458700
2010-02-05,35.66221618652344,36.051525695864036,35.03126249543821,35.85015853168632,343000
2010-02-08,35.474273681640625,35.97098177671576,35.393727322622865,35.621944140275346,105900
2010-02-09,36.031394958496094,36.23276215179572,35.85687484658638,35.89714930945542,162900
2010-02-10,36.145484924316406,36.3737016511105,35.92398188507243,36.22603381178837,139000
2010-02-11,36.924110412597656,37.2328760617036,36.179052323324356,36.326720179308744,176600
2010-02-12,37.13219451904297,37.34698647457075,36.72274655365499,36.75630731660832,103800
2010-02-16,38.05847930908203,38.206147150561115,36.97780604466958,36.98451717179615,80700
2010-02-17,38.15245819091797,38.26656529886672,37.890680651014705,38.25314304189097,85400
2010-02-18,37.897377014160156,38.071897013115006,37.729570701599556,37.95778738910282,165100
2010-02-19,37.73630142211914,37.99136528877159,37.53493170773145,37.53493170773145,71600
2010-02-22,37.984642028808594,38.118887608685945,37.702726055014004,38.06518835252642,135700
2010-02-23,37.42753219604492,37.897390551152775,37.30671396352432,37.897390551152775,97700
2010-02-24,37.434242248535156,37.6624589953891,37.25972220419413,37.6624589953891,106200
2010-02-25,37.38725662231445,37.38725662231445,36.99123351980339,37.232875082084284,85500
2010-02-26,38.092037200927734,38.139022768844875,37.29999111243678,37.29999111243678,135000
2010-03-01,37.5416374206543,37.68259414235866,36.5952096941051,36.60192082158171,455700
2010-03-02,37.50136947631836,37.91753114663183,37.259727876916266,37.555068747528686,394500
2010-03-03,37.340274810791016,37.581916397425545,37.25301477994587,37.46780673239388,152400
2010-03-04,37.75642776489258,37.88395966577732,37.54834697453383,37.54834697453383,125700
2010-03-05,38.84381866455078,38.84381866455078,38.36724917779972,38.38738512327532,165900
2010-03-08,38.76327133178711,39.10559519873685,38.5082049333504,39.10559519873685,165500
2010-03-09,38.41422653198242,38.62901843946917,38.273269822792024,38.60888249830526,127800
2010-03-10,38.24642562866211,38.48135607121556,37.971223298058604,38.25985044485275,109900
2010-03-11,38.25985336303711,38.300127814680884,37.81684463704388,38.07191104307697,94400
2010-03-12,38.5619010925293,38.85723935708413,38.14574204690162,38.58203703586751,63000
2010-03-15,37.79670715332031,38.44108299026496,37.769857519983795,38.420947045523555,74600
2010-03-16,37.41410827636719,37.99136002127283,37.25301303929733,37.9645129488628,315700
2010-03-17,37.36711502075195,37.91752217838686,37.18588642458672,37.40067833758111,146700
2010-03-18,37.13219451904297,37.541642484430945,37.02479854127908,37.541642484430945,136100
2010-03-19,36.836856842041016,37.18589441579509,36.427408869742536,36.836856842041016,166300
2010-03-22,36.440834045410156,36.474394809259756,36.03138606908746,36.474394809259756,175500
2010-03-23,36.521366119384766,36.54150205772162,36.28643830371762,36.32671018039132,133700
2010-03-24,36.17234420776367,36.56165625288634,36.15220826078224,36.30658982885846,97200
2010-03-25,36.17905044555664,36.84356216430148,36.17905044555664,36.68918062802216,105200
2010-03-26,36.004520416259766,36.46766745711665,35.9373989184213,36.4475289593483,156100
2010-03-29,36.24617385864258,36.31329537861651,35.984396346013654,35.99110747380231,144800
2010-03-30,36.65562057495117,36.81671324176699,36.52137497892348,36.58849649667644,187400
2010-03-31,36.877132415771484,37.018091733462846,36.61535484945128,37.00466691461022,140000
2010-04-01,37.29328918457031,37.50808113674961,37.16575470260494,37.253014733340926,98300
2010-04-05,37.72957229614258,37.776557860803585,37.36711003116809,37.38053484400284,134400
2010-04-06,38.0651969909668,38.092046625139766,37.57520268965936,37.71615942828437,89400
2010-04-07,38.27998733520508,38.306836968250124,37.95779942023039,38.17930505206908,300200
2010-04-08,37.944366455078125,38.21956873338472,37.91080570124004,38.011490523275704,186100
2010-04-09,38.24642562866211,38.24642562866211,37.99135924208363,38.145743348015095,60100
2010-04-12,37.89067077636719,38.24641938552219,37.89067077636719,38.21956975752369,158400
2010-04-13,37.6624641418457,38.105472880330666,37.65575045278806,38.024926535293986,57000
2010-04-14,37.69601058959961,38.058472845394114,37.541629086691835,38.0114872819231,264900
2010-04-15,37.487945556640625,37.682601578658286,37.407399208417615,37.52822001101325,113000
2010-04-16,37.12548828125,37.48794815362413,36.85028589194464,37.31343062696417,64500
2010-04-19,37.01137924194336,37.05165369980504,36.5885063962244,36.60193121551163,217400
2010-04-20,37.09192657470703,37.25302184987695,36.75631376524868,37.078504315588525,74000
2010-04-21,37.212745666503906,37.50808656387549,37.04493926955093,37.172473769969535,104900
2010-04-22,37.474517822265625,37.4812289500858,36.944249106206435,36.944249106206435,293200
2010-04-23,37.561771392822266,37.58190989523894,37.34026835041172,37.3469794775362,44300
2010-04-26,37.55506896972656,37.66246495226045,37.4745226229567,37.57520491628848,87100
2010-04-27,36.689178466796875,37.487935731935,36.63548176889493,37.313418263101696,85900
2010-04-28,36.984519958496094,37.239586337391884,36.24617301390308,36.83013841773653,169400
2010-04-29,37.49466323852539,37.80342640669364,37.10535115303477,37.10535115303477,60400
2010-04-30,37.89067077636719,37.99135304057937,37.57519404868848,37.72957556889766,111300
2010-05-03,38.03163146972656,38.2061489489699,37.80341472885652,37.81012841682072,64300
2010-05-04,37.206016540527344,38.05175924545068,37.206016540527344,37.501354734520014,153200
2010-05-05,36.78314971923828,37.00465532011972,35.977678764111864,36.54822186423213,241900
2010-05-06,35.79644775390625,36.944242443290804,18.30431489066445,36.58849128045663,270200
2010-05-07,35.72262954711914,36.49453750041313,35.23263513489184,36.279745499451096,235600
2010-05-10,36.816715240478516,37.58191441122109,36.622061804218845,37.326848020973564,158300
2010-05-11,37.078495025634766,37.17917730693297,35.82330158917088,36.286448788917085,121200
2010-05-12,37.481231689453125,37.716159588157296,36.971101440614625,37.43424610971229,160700
2010-05-13,37.44094467163086,37.669161365427456,37.199303165196675,37.669161365427456,103600
2010-05-14,36.49452209472656,37.17246114200449,36.407264641529636,37.17246114200449,77900
2010-05-17,36.1522102355957,36.863707713375796,35.62865510130131,36.58850532733357,200000
2010-05-18,35.850162506103516,37.92424990416832,35.83002655561016,36.76974094612549,119300
2010-05-19,35.66221618652344,35.722626591829,35.07824808172893,35.55482019492717,65100
2010-05-20,35.00441360473633,35.460847185508285,33.88346560002446,34.58825191840042,215900
2010-05-21,35.65549850463867,35.65549850463867,34.23250113518126,34.23250113518126,117200
2010-05-24,35.433998107910156,35.72262530502615,35.16550685832987,35.7092004864949,140800
2010-05-25,34.75605773925781,35.058109745208945,34.299624165936606,35.058109745208945,111700
2010-05-26,35.80317687988281,35.95755847473513,34.977569623660756,34.977569623660756,120700
2010-05-27,36.93754959106445,36.93754959106445,35.850164669906185,36.42070549285073,131300
2010-05-28,37.19260025024414,37.19260025024414,36.514663705763965,37.18588912270432,154500
2010-06-01,36.83013916015625,37.52150310421644,36.63548572863582,36.63548572863582,185200
2010-06-02,37.380550384521484,37.407400021353396,36.66233924266276,36.83014563207877,204600
2010-06-03,37.30671691894531,37.65575194813887,36.97781527615776,37.58863041802986,160500
2010-06-04,36.59520721435547,36.85698469707419,36.10521300507041,36.17904820491857,139700
2010-06-07,36.15892028808594,36.561657161377596,36.105223574627104,36.52138270589173,81800
2010-06-08,36.60862731933594,36.736159200517015,35.9508268533914,36.400546561125644,232500
2010-06-09,37.206016540527344,37.30670135420637,36.69588390665134,36.89725353400939,166800
2010-06-10,37.74301528930664,37.816850515202624,37.51479848222927,37.57520888882394,164000
2010-06-11,38.105472564697266,38.11218369317717,37.387261472807396,37.534929344064466,188200
2010-06-14,37.964508056640625,38.816964588465865,37.883959168224514,38.528337472945445,232600
2010-06-15,39.011619567871094,39.011619567871094,38.172587817079254,38.58203572114915,361200
2010-06-16,39.5888786315918,39.5888786315918,38.407522909588316,38.85053162540488,448100
2010-06-17,39.756675720214844,39.76338940736152,39.13243596268777,39.63585495678887,196000
2010-06-18,39.79695129394531,39.8707864915312,39.47476343581538,39.77010166563745,180100
2010-06-21,39.88420486450195,40.474883827195555,39.803658547936855,40.46145901434784,342900
2010-06-22,39.51504135131836,39.97147486015909,39.36737349412063,39.96476373231815,243300
2010-06-23,39.14739990234375,39.614567877342246,38.61252473931024,39.614567877342246,97900
2010-06-24,38.90367126464844,39.20834724844894,38.59899528084794,39.174494935307976,154600
2010-06-25,39.33697509765625,39.40468228609462,38.747936763450745,38.747936763450745,77800
2010-06-28,39.228641510009766,39.53331736480768,39.14062604966302,39.53331736480768,46300
2010-06-29,38.57867431640625,38.72762755457583,38.05734056557795,38.47711740355311,220300
2010-06-30,38.38233184814453,38.632844611384314,38.233381175228665,38.30108579175719,152300
2010-07-01,38.42294692993164,38.47034066666014,37.63756168630443,38.07764933622901,386200
2010-07-02,38.87657928466797,39.221879513103666,38.42972214057174,38.578675382858926,141600
2010-07-06,39.208335876464844,39.60779925430606,38.77502019530119,39.33697566219618,204000
2010-07-07,39.85832214355469,39.86509415604375,39.01200137604303,39.0593951324024,148100
2010-07-08,40.00049591064453,40.18329887750545,39.71613086141519,40.01403476667726,330500
2010-07-09,40.0885124206543,40.31871172061711,39.87862657079424,40.01403579673024,129000
2010-07-12,39.92601013183594,40.16297879954185,39.7025803170577,40.02756702538214,417800
2010-07-13,40.379642486572266,40.420266799566726,40.14267378435077,40.29162443313351,258900
2010-07-14,40.67754364013672,40.69785450260025,40.203603714790695,40.21714515068799,290800
2010-07-15,40.75202941894531,40.85358892608893,40.31871367629489,40.616620186441224,145600
2010-07-16,39.74321365356445,40.6233865114256,39.729672214795464,40.6233865114256,141300
2010-07-19,40.58953857421875,40.87390107067505,39.96664523763512,40.406733005311565,163800
2010-07-20,41.144718170166016,41.15148759782044,40.24423190897892,40.44735089732489,167400
2010-07-21,41.97072982788086,42.0858281828873,41.198883317201826,41.198883317201826,312800
2010-07-22,42.38373565673828,42.86444773225656,42.180619224298525,42.38373565673828,209700
2010-07-23,42.72225570678711,42.74933858131944,42.2618571707978,42.53268075059095,187600
2010-07-26,42.99309158325195,43.06756821813476,42.65456330306886,42.97955014211273,291200
2010-07-27,43.216514587402344,43.6092085694398,43.094644219374544,43.487338201412,204100
2010-07-28,42.55299758911133,43.2300540508809,42.45144066950515,43.2300540508809,322700
2010-07-29,42.35665512084961,42.94569354643192,42.2144712944548,42.94569354643192,360600
2010-07-30,42.417598724365234,42.64779808090857,41.7202286421147,42.03167665350819,304600
2010-08-02,43.426387786865234,43.670128451932314,43.01338305803097,43.081090233196626,395600
2010-08-03,43.575347900390625,43.798777739725665,43.331607196666965,43.453477548528795,290100
2010-08-04,43.77169418334961,43.80554390162652,43.35191738558167,43.35191738558167,319300
2010-08-05,43.96805191040039,44.028984517535584,43.60244077099533,43.71753913927156,392300
2010-08-06,44.24563980102539,44.27272268000717,43.40609121471419,43.80555205725071,475600
2010-08-09,44.685726165771484,44.76020278929023,44.35396994816212,44.651871276706295,250500
2010-08-10,44.69926071166992,44.726343587204276,43.93418884856335,44.1508466873078,399500
2010-08-11,43.51441192626953,44.3810484447899,43.39254156940966,43.98158248848742,211800
2010-08-12,43.63629150390625,43.93419803152102,42.99308986349953,43.18266486633387,297900
2010-08-13,44.475826263427734,44.61800745461913,43.8123088723387,43.86647461151519,240100
2010-08-16,45.14612579345703,45.14612579345703,44.5503179572411,44.64510545014975,187500
2010-08-17,45.633602142333984,45.73516163488196,45.3763174058084,45.46433804326415,200500
2010-08-18,45.80286407470703,45.97212816576986,45.58620624476782,45.78932005472514,303700
2010-08-19,45.47110366821289,45.90441928774011,45.06486575506769,45.87056440646813,277700
2010-08-20,45.89088821411133,45.897660225381934,45.132588248799124,45.342474108407885,138300
2010-08-23,45.78255844116211,46.24972387331113,45.66068807505134,45.951822551564256,299000
2010-08-24,45.62005615234375,45.64713902688943,44.895606046219775,45.41017033152741,288300
2010-08-25,44.963314056396484,45.274759353192934,44.73311221452871,45.19351073273432,150200
2010-08-26,45.0445556640625,45.67421824158717,44.79404813426573,45.32215123176454,315900
2010-08-27,45.61328887939453,45.83671355261994,45.0581028702485,45.234133804846685,176000
2010-08-30,45.68099594116211,46.0940007566567,45.57943644848583,45.69453479627144,288600
2010-08-31,45.80286407470703,45.84348580359247,45.36277640483766,45.6335999836442,201700
2010-09-01,47.285606384277344,47.31268925434918,46.31742089823792,46.385125490652875,415400
2010-09-02,47.30594253540039,47.67832053486059,46.865854749191534,47.434579766053574,234200
2010-09-03,47.60382843017578,47.8611131389252,47.461647222170484,47.73247078455049,293500
2010-09-07,47.238216400146484,47.630910299044146,46.96062599956689,47.57674455460384,329100
2010-09-08,47.86788558959961,47.98298910382547,47.25853895978589,47.25853895978589,525300
2010-09-09,48.32151794433594,48.59233637648908,48.10486009929514,48.240269315371705,392500
2010-09-10,48.429847717285156,48.59911183214525,48.2673556133681,48.59911183214525,271900
2010-09-13,48.991798400878906,49.13397961597113,48.67358108663582,48.910549778456186,299800
2010-09-14,49.418338775634766,49.43188279457391,48.951173432828924,49.323551305179684,305600
2010-09-15,49.54698944091797,49.567300307204725,49.276165837523266,49.3438704469893,301800
2010-09-16,49.154300689697266,49.62147132598313,48.97826455398314,49.445435190269,270600
2010-09-17,49.289703369140625,49.425112570244394,48.92409232752454,49.194915895262,261400
2010-09-20,49.87874221801758,49.93290796808309,49.37772194373714,49.41157682891065,542800
2010-09-21,49.18137741088867,49.76364633911945,48.98503043131964,49.587610225448856,451100
2010-09-22,49.249080657958984,49.628235751196165,49.14075432098432,49.56052597936536,224600
2010-09-23,49.18137741088867,49.47251187500406,49.018885318170696,49.14752252403762,149600
2010-09-24,49.31678771972656,49.892289815760385,49.01888640406607,49.675631965493395,255600
2010-09-27,49.9870719909668,50.06831544772766,49.445424840087405,49.48604656846784,273500
2010-09-28,50.2037353515625,50.318833705013,49.736564761576716,50.088636998111994,295000
2010-09-29,49.7636604309082,50.32561865237266,49.69595580356438,50.203748256941,441100
2010-09-30,50.115718841552734,50.400086491593605,49.59438761995142,50.09540797344933,431900
2010-10-01,50.48809051513672,50.826618681435214,50.379764187996734,50.46100764196925,313200
2010-10-04,50.1292724609375,50.697997538836276,49.84490992198811,50.37978526841122,281000
2010-10-05,50.23758316040039,50.56257250747602,50.102173945678295,50.515178765770244,453900
2010-10-06,50.224037170410156,50.54902647131843,49.91259188836831,50.47454986414215,347800
2010-10-07,49.18137741088867,50.44070275189658,49.093361936818624,50.433930741420276,488900
2010-10-08,49.31678771972656,49.513134703645186,48.842850286495825,49.18815051101,319800
2010-10-11,49.2693977355957,51.49014732718604,49.15429937381932,49.43189500984224,209200
2010-10-12,49.2287712097168,49.6146931588219,49.181377467389176,49.20168833331094,645400
2010-10-13,50.77922058105469,50.9484846496582,49.811029902021396,49.83811277286149,612800
2010-10-14,50.70475769042969,50.92818756113868,50.264669959935524,50.745379424911015,432000
2010-10-15,50.2782096862793,51.11775817552888,50.102173576015055,51.11775817552888,224200
2010-10-18,49.7636604309082,50.278224896678786,49.716266675214335,49.716266675214335,258700
2010-10-19,49.506370544433594,49.66209063857319,49.18815317962978,49.20169203608636,307700
2010-10-20,49.966766357421875,50.35268831402544,49.594383256519045,49.743336496880175,269800
2010-10-21,49.966766357421875,50.29175054954561,49.77718621889733,50.1157144322524,283800
2010-10-22,49.95322036743164,50.10217360192222,49.62146417776742,49.96676438812918,99800
2010-10-25,50.1766471862793,50.28497351765994,49.97352821233671,50.19695805056754,193300
2010-10-26,49.85844802856445,50.00740130829777,49.56054146909783,49.81105427278858,248900
2010-10-27,50.244361877441406,50.244361877441406,49.35741952190214,49.72303064909029,240100
2010-10-28,50.745357513427734,50.90108270424987,50.372979721900315,50.58286548013447,175000
2010-10-29,51.34794616699219,51.35471817618941,50.914630557901674,50.9823403188148,225100
2010-11-01,51.52399444580078,51.74065230164013,51.287025723090665,51.40212407904547,275100
2010-11-02,52.34999084472656,52.37030170644078,51.456276770595295,51.84219863975358,211700
2010-11-03,51.76774215698242,52.7156223411165,51.52400139061847,52.65468456675979,919000
2010-11-04,52.74946594238281,52.932268895258495,52.47187034240713,52.88487515447366,399300
2010-11-05,52.96614456176758,53.12863671313479,52.81041925778858,52.93228966269707,215300
2010-11-08,53.01351547241211,53.16246353374182,51.652630731728266,52.93903885898219,460900
2010-11-09,53.64319610595703,54.04265701614635,53.29112378509784,53.60934121011339,453900
2010-11-10,53.46037673950195,53.561936240236086,52.95935641221923,53.541625373195416,261400
2010-11-11,53.14893341064453,53.453606758888064,53.08122879609385,53.35881926541092,99500
2010-11-12,52.42448425292969,52.9661315114067,52.17397149191613,52.95258748890268,186100
2010-11-15,51.82867431640625,52.620829138504135,51.82867431640625,52.47187589013752,272900
2010-11-16,51.05682373046875,51.551071991640555,50.67089663771705,51.46305652246029,630100
2010-11-17,50.97557067871094,51.36149257241573,50.779223727102575,50.948487806192915,245300
2010-11-18,51.88283920288086,52.1265799630174,51.67972534645461,51.67972534645461,166200
2010-11-19,52.67499542236328,52.69530628997454,51.78804793426809,51.977622919347695,150300
2010-11-22,53.13539505004883,53.14893390687298,52.23490868807755,52.67499643506232,191800
2010-11-23,52.153648376464844,52.316140449637544,51.848975093574786,52.207814122699034,382200
2010-11-24,52.93226623535156,52.9796599737548,52.47863971555909,52.48540655995236,216500
2010-11-26,52.2145881652832,52.51248945011,52.180733281186264,52.498950595789275,42600
2010-11-29,51.98439407348633,52.167202210036066,51.56462237502411,52.0994924317401,128300
2010-11-30,51.88283920288086,52.13335197455767,51.45629545540757,51.842217464701875,262100
2010-12-01,52.268760681152344,52.58021122246477,52.13335144491053,52.31615443039011,185100
2010-12-02,52.519264221191406,52.64113457860553,52.289067526926026,52.465098470000605,219500
2010-12-03,53.07444381713867,53.094754679988164,52.289061182290006,52.49217497631462,214500
2010-12-06,52.55988693237305,53.00674663973821,52.55988693237305,52.979663763637554,226700
2010-12-07,52.88487243652344,53.487452180760485,52.85778956239109,53.20308975066594,169300
2010-12-08,52.68175506591797,53.21663022386052,52.485408096632966,53.02705526469713,171500
2010-12-09,52.8577880859375,53.4332849399671,52.76300061188697,53.135383663892554,193200
2010-12-10,52.8577880859375,53.257254011318935,52.64790227418704,53.06090705349144,151400
2010-12-13,52.93226623535156,53.14892406312782,52.742691281738594,52.92549422542822,222500
2010-12-14,53.29788589477539,53.35205165184863,52.94581363933023,52.99320738538659,113400
2010-12-15,53.72442626953125,53.7718200126414,53.182784229062456,53.182784229062456,128700
2010-12-16,53.91400146484375,53.92077347546765,53.38589827785309,53.83275799947941,119200
2010-12-17,54.347328186035156,54.347328186035156,53.70412651565973,53.9004735393241,304800
2010-12-20,54.29316329956055,54.421800524159195,53.96140188980779,54.33378503727262,281300
2010-12-21,53.96138381958008,54.27960109984551,53.792119748420134,54.13741989993469,234200
2010-12-22,53.25726318359375,53.54839250008183,52.81040344422628,53.54839250008183,194700
2010-12-23,53.060916900634766,53.20309813809681,52.77654926017979,52.83748702796689,126100
2010-12-27,52.40415954589844,52.810392299713364,52.2213514490874,52.776537417924736,217600
2010-12-28,52.06563186645508,52.80362077332525,51.97761123921128,52.566652095226104,570300
2010-12-29,52.71792984008789,52.866947039688334,52.40635077171816,52.40635077171816,138700
2010-12-30,53.612022399902344,53.612022399902344,52.88048631345631,52.88048631345631,202700
2010-12-31,53.91684341430664,53.95748776589997,53.52398074465278,53.73396191926073,102400
2011-01-03,54.37065887451172,54.37065887451172,53.70686149530617,54.05231002319837,237000
2011-01-04,52.426658630371094,52.67050396284588,52.09476004862666,52.4943922965591,466700
2011-01-05,51.6206169128418,51.783178754258635,51.22775439231566,51.7696340873688,455100
2011-01-06,51.05842971801758,51.70868240533358,50.88909291920354,51.66804322729789,489700
2011-01-07,49.635986328125,51.32257887700537,49.635986328125,50.909401969699125,722000
2011-01-10,48.83671951293945,49.73759229726035,48.667382756536924,49.64276412709474,1043400
2011-01-11,48.586116790771484,49.392156442395525,48.518377936766115,49.182180464676094,284700
2011-01-12,49.73759460449219,49.85274236392794,48.97219429043647,49.094116967411956,376100
2011-01-13,50.46236038208008,50.604602656987005,50.05595314409623,50.05595314409623,278600
2011-01-14,50.394615173339844,50.604591078576526,50.22527843227872,50.347201092552616,187000
2011-01-18,50.22529220581055,50.55041594386976,50.21174236887137,50.394628993309745,199500
2011-01-19,49.66985321044922,50.272691584067076,49.56825013414065,50.21172767118308,204400
2011-01-20,49.66985321044922,49.859509530093426,49.24312132350263,49.46664705783207,1717900
2011-01-21,49.839195251464844,50.11690484399406,49.751136831012325,50.11690484399406,1005500
2011-01-24,49.98821258544922,50.116905006319634,49.64953907245227,49.78500641055197,364700
2011-01-25,49.66307830810547,49.96788236937087,49.168612759394726,49.96788236937087,354100
2011-01-26,49.845977783203125,50.204976138785106,49.69696574066319,49.69696574066319,223000
2011-01-27,49.5817985534668,50.15077272322659,49.50728996971554,50.055944556224546,456000
2011-01-28,48.274532318115234,49.50730400641444,48.1593845352148,49.45312015829887,434700
2011-01-31,48.335487365722656,49.1347571156461,48.33548736572265,48.470954712727426,615700
2011-02-01,49.283775329589844,49.79178564311328,49.114438558415365,49.41246776161371,392600
2011-02-02,48.42353057861328,49.28376407364949,48.260968762382824,49.14152183847947,276100
2011-02-03,47.97650146484375,48.09164924390042,47.48881067384044,48.09164924390042,344400
2011-02-04,48.14583969116211,48.423549352903805,47.32625020823076,48.02391698978188,522000
2011-02-07,47.94939422607422,48.61319138488075,47.8206966438016,48.61319138488075,186000
2011-02-08,47.421085357666016,47.98327968250986,47.421085357666016,47.793623267598704,325400
2011-02-09,46.77081298828125,47.346556911762946,46.567606818700625,47.1569005762864,604900
2011-02-10,47.285606384277344,47.563321216831866,46.486336481466694,46.540525497733285,336900
2011-02-11,48.660614013671875,48.76899203204006,47.45493698194173,47.45493698194173,588000
2011-02-14,49.100894927978516,49.38538466699303,49.00606673755661,49.100894927978516,315300
2011-02-15,48.355796813964844,49.55470377139201,48.34225214920301,49.202480474620835,274300
2011-02-16,48.227108001708984,48.93154955542806,48.0916406585025,48.349030677693975,178900
2011-02-17,48.00358200073242,48.31516098924615,47.75296175947805,48.31516098924615,139700
2011-02-18,47.74618911743164,47.93584545271478,47.42106544773128,47.80037811829755,142000
2011-02-22,46.33055877685547,47.30593542580239,46.14767210234976,46.76406065810967,317700
2011-02-23,45.483863830566406,46.34409246892685,44.94198402351731,46.14766116806528,614300
2011-02-24,45.32129669189453,45.34838602812685,44.95552863977935,45.219693593904495,406000
2011-02-25,45.9580078125,46.37796494900688,45.95123289333479,46.066385848146616,362400
2011-02-28,47.3330078125,47.3330078125,46.68953021175068,46.8182277989996,401700
2011-03-01,46.64888381958008,46.95368786372914,46.23570178869109,46.81822054805107,288200
2011-03-02,46.49987030029297,46.62179296101617,45.991860075237504,46.10700781932407,176800
2011-03-03,48.03068542480469,48.14583319174478,47.25850497513733,47.26527989311859,190200
2011-03-04,48.132286071777344,48.54546824022859,47.82070700778516,48.220344507257856,211800
2011-03-07,47.69200897216797,48.023907584578005,47.31946602209184,47.94939899456278,207400
2011-03-08,47.44138717651367,47.71909677495183,47.24495591530239,47.48880126247861,160600
2011-03-09,46.913055419921875,47.28559317525259,46.64889049910184,47.28559317525259,155200
2011-03-10,45.53805160522461,45.714158145135244,45.3077508847857,45.68029388795952,241900
2011-03-11,45.59223175048828,45.63287609064907,44.955528989116345,45.1587300189272,240500
2011-03-14,45.3077392578125,45.416117255559485,44.9419712670375,45.32128909140456,205500
2011-03-15,45.64641571044922,45.70737963007375,43.56696054543813,44.00723714629016,371500
2011-03-16,45.057125091552734,45.69383299483284,44.36623334983769,45.69383299483284,240400
2011-03-17,44.345909118652344,45.41611862378213,44.251080951640596,45.361929623276126,1214300
2011-03-18,44.52878952026367,45.151952676377405,44.203665860136624,45.03003001189292,576900
2011-03-21,45.903812408447266,46.08669902622009,44.989394822828494,45.34161822192881,301400
2011-03-22,46.75049591064453,46.88596843518362,45.829308582520774,46.19507147940529,357200
2011-03-23,47.278831481933594,47.53622152953322,46.45923691150765,46.57438985046528,420900
2011-03-24,48.13905334472656,48.294845435854135,47.624268153574114,47.67168223909159,501800
2011-03-25,48.37613296508789,48.48451099129274,48.01036487826961,48.18647658697813,334100
2011-03-28,48.24065399169922,48.32870724099044,47.854566409810836,48.30161274095911,332900
2011-03-29,47.685237884521484,48.267756816291296,47.58363478381776,48.267756816291296,212000
2011-03-30,48.03068542480469,48.22711153652683,47.68523695623617,48.07132459719572,275000
2011-03-31,48.660614013671875,48.884139800745,48.05100574747005,48.071325333977,302100
2011-04-01,49.859535217285156,50.02887204245791,49.08735970791739,49.08735970791739,515600
2011-04-04,50.32688522338867,50.597819894877205,50.083039884850905,50.16431821919842,271400
2011-04-05,50.67232894897461,50.970363291668264,50.20496301890679,50.28624135400676,188600
2011-04-06,50.51655197143555,51.478383689586565,50.51655197143555,51.315821819641705,234500
